,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,1975,Chainlink,LINK,chainlink,1922,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-01-30T09:25:00.000Z,24.536280997901432,787297660.7367758,40.3629,0.91543644,5.90696698,0.73553573,18.47844835,31.27107896,116.98036819,15656600179.782175,0.4391,24536280997.9,,2025-01-30T09:25:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-01-30 10:26:47.335203
11,5805,Avalanche,AVAX,avalanche,855,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,411677864.6881706,450014164.6881706,False,,12,,,,2025-01-30T09:25:00.000Z,33.80259161421666,397410864.2259315,15.236,0.62214118,1.71311158,-4.42440973,-6.19708828,-23.55358249,35.8447779,13915778736.666977,0.3903,24194161646.76,,2025-01-30T09:25:00.000Z,,,,,,2025-01-30 10:26:47.335203
12,20947,Sui,SUI,sui,544,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3009569341.533888,10000000000.0,False,,13,3009569341.533888,12517072431.314865,,2025-01-30T09:25:00.000Z,4.1590908900392,1572994966.1868103,74.2821,2.14254164,11.88363667,-4.86167106,-2.72812239,21.69516542,115.44747265,12517072431.314865,0.3511,41590908900.39,,2025-01-30T09:25:00.000Z,,,,,,2025-01-30 10:26:47.335203
13,512,Stellar,XLM,stellar,667,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30539154459.100193,50001786894.45115,False,,14,,,,2025-01-30T09:25:00.000Z,0.4018483233590688,342555677.4902678,-5.7375,0.18168681,1.26805473,-4.37178772,21.0400615,-21.19991643,337.16077161,12272108016.19304,0.3442,20093142232.33,,2025-01-30T09:25:00.000Z,,,,,,2025-01-30 10:26:47.335203
14,11419,Toncoin,TON,toncoin,669,2021-08-26T13:40:22.000Z,"['pos', 'ethereum-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2489551349.9576774,5121066287.936608,True,,16,,,,2025-01-30T09:25:00.000Z,4.845954984497828,156271579.07116777,25.9244,-0.26998015,0.00213381,-5.6525437,-12.93940684,-28.48511396,-0.24674837,12064253773.490704,0.3384,24816456703.97,,2025-01-30T09:25:00.000Z,,,,,,2025-01-30 10:26:47.335203
0,1,Bitcoin,BTC,bitcoin,11884,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19817103.0,19817103.0,False,,1,,,,2025-01-30T09:26:00.000Z,105210.31222089102,52622501599.23018,23.3697,0.00404473,2.75497621,2.94822266,11.99488079,8.53867936,51.70172142,2084963593943.5562,58.4777,2209416556638.71,,2025-01-30T09:26:00.000Z,,,,,,2025-01-30 10:27:48.514679
1,1027,Ethereum,ETH,ethereum,9902,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120516309.23334093,120516309.23334093,True,,2,,,,2025-01-30T09:27:00.000Z,3207.304502181374,24680103180.897545,23.5052,0.49062562,2.52865235,-0.20532263,-5.26497417,-13.22470382,28.20320743,386532501190.3771,10.8412,386532501190.38,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:27:48.514679
2,52,XRP,XRP,xrp,1519,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57641211234.0,99986586496.0,False,,3,,,,2025-01-30T09:27:00.000Z,3.106486040942449,6895992588.657157,-15.7319,-0.07271033,0.72357482,-0.1050414,49.83946626,61.34226205,496.69469586,179061618081.43607,5.0222,310648604094.24,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:27:48.514679
3,825,Tether USDt,USDT,tether,115087,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,139405758247.31223,142572893912.0284,True,,4,,,,2025-01-30T09:27:00.000Z,0.9999824884652327,100746705207.20924,17.12,-0.02711591,0.04667049,0.04542961,0.14935404,-0.05630884,0.10448138,139403317038.5299,3.9088,142570397241.84,,2025-01-30T09:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-01-30 10:27:48.514679
4,5426,Solana,SOL,solana,834,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,486742946.24498326,593004890.6835657,True,,5,,,,2025-01-30T09:27:00.000Z,240.88305216113994,6345049544.763541,42.0678,0.60944066,3.61884666,-2.86239829,25.00062548,1.47419643,45.09818849,117248126509.39723,3.2874,142844828014.34,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:27:48.514679
5,1839,BNB,BNB,bnb,2345,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142480756.82999998,142480756.82999998,False,,6,,,,2025-01-30T09:27:00.000Z,678.3908329775452,1637347893.130259,-7.4211,0.17307245,1.18684922,-1.22976958,-3.5040542,3.44226983,17.54923684,96657639309.17474,2.7101,96657639309.17,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:27:48.514679
6,3408,USDC,USDC,usd-coin,25278,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,52665172618.91838,52665172618.91838,False,,7,,,,2025-01-30T09:27:00.000Z,1.000010059587677,9934726175.165905,23.4372,-0.02032255,0.0093082,-0.0069188,0.00056992,-0.00527223,0.01173084,52665702408.83987,1.4771,52665702408.84,,2025-01-30T09:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-01-30 10:27:48.514679
7,74,Dogecoin,DOGE,dogecoin,1158,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain-ecosystem', 'ftx-bankruptcy-estate', 'made-in-america']",,147835636383.7052,147835636383.7052,True,,8,,,,2025-01-30T09:27:00.000Z,0.3319937234143738,1926282743.8961153,1.2106,0.4363853,1.31028867,-5.58305217,4.51694189,-22.30042798,109.55584688,49080503376.35976,1.3762,49080503376.36,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:27:48.514679
8,2010,Cardano,ADA,cardano,1453,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35185844017.05827,44995198033.24976,False,,9,,,,2025-01-30T09:26:00.000Z,0.9629906468377781,806925012.176437,8.9384,0.3487913,3.60190921,-0.12882057,12.16770402,-10.08351646,178.19459135,33883638689.52011,0.9502,43334579107.7,,2025-01-30T09:26:00.000Z,,,,,,2025-01-30 10:27:48.514679
9,1958,TRON,TRX,tron,1113,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86128936721.07448,86128944210.4792,True,,10,,,,2025-01-30T09:27:00.000Z,0.24745527562368502,661899569.980715,27.008,0.68666387,2.19575682,-0.22140545,-2.75790488,18.9505088,48.12246106,21313059775.48841,0.5978,21313061628.78,,2025-01-30T09:27:00.000Z,,,,,,2025-01-30 10:27:48.514679
